filename,url,date,colorid,red,green,blue
android.comT_2019-11-25.png,android.com,2019-11-25,6,132,228,188
,6,16,12,12
secureserver.netT_2019-11-25.png,secureserver.net,2019-11-25,0,243,243,251
secureserver.netT_2019-11-25.png,secureserver.net,2019-11-25,2,140,140,140
secureserver.netT_2019-11-25.png,secureserver.net,2019-11-25,1,25,72,129
secureserver.netT_2019-11-25.png,secureserver.net,2019-11-25,3,163,163,163
secureserver.netT_2019-11-25.png,secureserver.net,2019-11-25,4,124,124,124
secureserver.netT_2019-11-25.png,secureserver.net,2019-11-25,5,188,188,188
secureserver.netT_2019-11-25.png,secureserver.net,2019-11-25,6,180,180,180
stores.jpT_2019-11-25.png,stores.jp,2019-11-25,0,201,201,201
stores.jpT_2019-11-25.png,stores.jp,2019-11-25,1,108,108,108
stores.jpT_2019-11-25.png,stores.jp,2019-11-25,2,124,124,124
stores.jpT_2019-11-25.png,stores.jp,2019-11-25,3,4,4,4
stores.jpT_2019-11-25.png,stores.jp,2019-11-25,4,78,78,78
stores.jpT_2019-11-25.png,stores.jp,2019-11-25,5,156,156,156
stores.jpT_2019-11-25.png,stores.jp,2019-11-25,6,32,64,52
twitter.comT_2019-11-25.png,twitter.com,2019-11-25,1,129,204,252
twitter.comT_2019-11-25.png,twitter.com,2019-11-25,0,219,240,252
twitter.comT_2019-11-25.png,twitter.com,2019-11-25,2,108,196,244
twitter.comT_2019-11-25.png,twitter.com,2019-11-25,3,60,176,244
twitter.comT_2019-11-25.png,twitter.com,2019-11-25,4,196,228,252
twitter.comT_2019-11-25.png,twitter.com,2019-11-25,5,188,228,252
twitter.comT_2019-11-25.png,twitter.com,2019-11-25,6,247,252,252
adobe.comT_2019-11-25.png,adobe.com,2019-11-25,0,149,149,149
adobe.comT_2019-11-25.png,adobe.com,2019-11-25,1,214,214,214
adobe.comT_2019-11-25.png,adobe.com,2019-11-25,3,107,107,107
adobe.comT_2019-11-25.png,adobe.com,2019-11-25,4,76,76,76
adobe.comT_2019-11-25.png,adobe.com,2019-11-25,5,124,124,124
adobe.comT_2019-11-25.png,adobe.com,2019-11-25,6,180,180,180
adobe.comT_2019-11-25.png,adobe.com,2019-11-25,2,5,5,5
ea.comT_2019-11-25.png,ea.com,2019-11-25,0,150,150,150
ea.comT_2019-11-25.png,ea.com,2019-11-25,1,5,5,5
ea.comT_2019-11-25.png,ea.com,2019-11-25,2,216,216,216
ea.comT_2019-11-25.png,ea.com,2019-11-25,3,107,107,107
ea.comT_2019-11-25.png,ea.com,2019-11-25,5,124,124,124
ea.comT_2019-11-25.png,ea.com,2019-11-25,4,76,76,76
ea.comT_2019-11-25.png,ea.com,2019-11-25,6,180,180,180
ehow.comT_2019-11-25.png,ehow.com,2019-11-25,0,151,151,151
ehow.comT_2019-11-25.png,ehow.com,2019-11-25,1,214,214,214
ehow.comT_2019-11-25.png,ehow.com,2019-11-25,2,5,5,5
ehow.comT_2019-11-25.png,ehow.com,2019-11-25,3,107,107,107
ehow.comT_2019-11-25.png,ehow.com,2019-11-25,4,76,76,76
ehow.comT_2019-11-25.png,ehow.com,2019-11-25,5,124,124,124
ehow.comT_2019-11-25.png,ehow.com,2019-11-25,6,180,180,180
example.comT_2019-11-25.png,example.com,2019-11-25,0,243,243,243
example.comT_2019-11-25.png,example.com,2019-11-25,1,25,25,28
example.comT_2019-11-25.png,example.com,2019-11-25,2,140,140,140
example.comT_2019-11-25.png,example.com,2019-11-25,3,161,162,169
example.comT_2019-11-25.png,example.com,2019-11-25,4,188,188,188
example.comT_2019-11-25.png,example.com,2019-11-25,5,212,212,212
example.comT_2019-11-25.png,example.com,2019-11-25,6,124,124,124
mega.nzT_2019-11-25.png,mega.nz,2019-11-25,0,220,10,10
mega.nzT_2019-11-25.png,mega.nz,2019-11-25,1,226,226,226
mega.nzT_2019-11-25.png,mega.nz,2019-11-25,2,163,153,153
mega.nzT_2019-11-25.png,mega.nz,2019-11-25,3,236,116,116
mega.nzT_2019-11-25.png,mega.nz,2019-11-25,4,202,186,188
mega.nzT_2019-11-25.png,mega.nz,2019-11-25,5,172,172,172
mega.nzT_2019-11-25.png,mega.nz,2019-11-25,6,180,180,180
storage.googleapis.comT_2019-11-25.png,storage.googleapis.com,2019-11-25,1,140,84,136
storage.googleapis.comT_2019-11-25.png,storage.googleapis.com,2019-11-25,0,207,195,207
storage.googleapis.comT_2019-11-25.png,storage.googleapis.com,2019-11-25,2,108,108,108
storage.googleapis.comT_2019-11-25.png,storage.googleapis.com,2019-11-25,3,76,76,76
storage.googleapis.comT_2019-11-25.png,storage.googleapis.com,2019-11-25,5,164,76,156
storage.googleapis.comT_2019-11-25.png,storage.googleapis.com,2019-11-25,4,4,4,4
storage.googleapis.comT_2019-11-25.png,storage.googleapis.com,2019-11-25,6,36,52,68
usnews.comT_2019-11-25.png,usnews.com,2019-11-25,2,5,5,5
usnews.comT_2019-11-25.png,usnews.com,2019-11-25,1,216,216,216
usnews.comT_2019-11-25.png,usnews.com,2019-11-25,0,150,150,150
usnews.comT_2019-11-25.png,usnews.com,2019-11-25,3,107,107,107
usnews.comT_2019-11-25.png,usnews.com,2019-11-25,4,76,76,76
usnews.comT_2019-11-25.png,usnews.com,2019-11-25,6,180,180,180
usnews.comT_2019-11-25.png,usnews.com,2019-11-25,5,124,124,124
books.google.comT_2019-11-25.png,books.google.com,2019-11-25,0,64,123,203
books.google.comT_2019-11-25.png,books.google.com,2019-11-25,1,242,242,242
books.google.comT_2019-11-25.png,books.google.com,2019-11-25,2,236,70,55
books.google.comT_2019-11-25.png,books.google.com,2019-11-25,3,251,187,14
books.google.comT_2019-11-25.png,books.google.com,2019-11-25,4,148,158,176
books.google.comT_2019-11-25.png,books.google.com,2019-11-25,5,244,159,150
books.google.comT_2019-11-25.png,books.google.com,2019-11-25,6,248,210,160
pastebin.comT_2019-11-25.png,pastebin.com,2019-11-25,0,69,69,69
pastebin.comT_2019-11-25.png,pastebin.com,2019-11-25,1,212,212,222
pastebin.comT_2019-11-25.png,pastebin.com,2019-11-25,2,169,169,169
pastebin.comT_2019-11-25.png,pastebin.com,2019-11-25,3,148,148,148
pastebin.comT_2019-11-25.png,pastebin.com,2019-11-25,4,8,8,236
pastebin.comT_2019-11-25.png,pastebin.com,2019-11-25,5,128,128,128
pastebin.comT_2019-11-25.png,pastebin.com,2019-11-25,6,116,116,116
accounts.google.comT_2019-11-25.png,accounts.google.com,2019-11-25,1,239,239,239
accounts.google.comT_2019-11-25.png,accounts.google.com,2019-11-25,0,77,127,202
accounts.google.comT_2019-11-25.png,accounts.google.com,2019-11-25,2,150,154,158
accounts.google.comT_2019-11-25.png,accounts.google.com,2019-11-25,3,229,66,51
accounts.google.comT_2019-11-25.png,accounts.google.com,2019-11-25,4,245,191,57
accounts.google.comT_2019-11-25.png,accounts.google.com,2019-11-25,6,229,151,143
accounts.google.comT_2019-11-25.png,accounts.google.com,2019-11-25,5,4,4,4
docs.google.comT_2019-11-25.png,docs.google.com,2019-11-25,0,77,127,203
docs.google.comT_2019-11-25.png,docs.google.com,2019-11-25,1,239,239,239
docs.google.comT_2019-11-25.png,docs.google.com,2019-11-25,2,150,154,158
docs.google.comT_2019-11-25.png,docs.google.com,2019-11-25,3,229,66,51
docs.google.comT_2019-11-25.png,docs.google.com,2019-11-25,4,245,191,57
docs.google.comT_2019-11-25.png,docs.google.com,2019-11-25,5,4,4,4
docs.google.comT_2019-11-25.png,docs.google.com,2019-11-25,6,229,151,143
foursquare.comT_2019-11-25.png,foursquare.com,2019-11-25,0,10,10,10
foursquare.comT_2019-11-25.png,foursquare.com,2019-11-25,1,192,192,192
foursquare.comT_2019-11-25.png,foursquare.com,2019-11-25,2,93,93,93
foursquare.comT_2019-11-25.png,foursquare.com,2019-11-25,3,76,139,240
foursquare.comT_2019-11-25.png,foursquare.com,2019-11-25,4,38,72,171
foursquare.comT_2019-11-25.png,foursquare.com,2019-11-25,5,132,132,132
foursquare.comT_2019-11-25.png,foursquare.com,2019-11-25,6,60,60,60
picasaweb.google.comT_2019-11-25.png,picasaweb.google.com,2019-11-25,0,77,127,202
picasaweb.google.comT_2019-11-25.png,picasaweb.google.com,2019-11-25,1,239,239,239
picasaweb.google.comT_2019-11-25.png,picasaweb.google.com,2019-11-25,2,150,154,158
picasaweb.google.comT_2019-11-25.png,picasaweb.google.com,2019-11-25,3,229,66,51
picasaweb.google.comT_2019-11-25.png,picasaweb.google.com,2019-11-25,4,245,191,57
picasaweb.google.comT_2019-11-25.png,picasaweb.google.com,2019-11-25,6,229,151,143
picasaweb.google.comT_2019-11-25.png,picasaweb.google.com,2019-11-25,5,4,4,4
plus.google.comT_2019-11-25.png,plus.google.com,2019-11-25,0,77,127,202
plus.google.comT_2019-11-25.png,plus.google.com,2019-11-25,1,239,239,239
plus.google.comT_2019-11-25.png,plus.google.com,2019-11-25,2,150,154,158
plus.google.comT_2019-11-25.png,plus.google.com,2019-11-25,3,229,66,51
plus.google.comT_2019-11-25.png,plus.google.com,2019-11-25,4,245,191,57
plus.google.comT_2019-11-25.png,plus.google.com,2019-11-25,5,4,4,4
plus.google.comT_2019-11-25.png,plus.google.com,2019-11-25,6,229,151,143
translate.google.comT_2019-11-25.png,translate.google.com,2019-11-25,0,248,249,249
translate.google.comT_2019-11-25.png,translate.google.com,2019-11-25,1,53,124,227
translate.google.comT_2019-11-25.png,translate.google.com,2019-11-25,2,120,113,108
translate.google.comT_2019-11-25.png,translate.google.com,2019-11-25,4,150,144,144
translate.google.comT_2019-11-25.png,translate.google.com,2019-11-25,3,171,173,172
translate.google.comT_2019-11-25.png,translate.google.com,2019-11-25,6,196,196,195
translate.google.comT_2019-11-25.png,translate.google.com,2019-11-25,5,168,192,226
wa.meT_2019-11-25.png,wa.me,2019-11-25,0,251,251,251
wa.meT_2019-11-25.png,wa.me,2019-11-25,1,28,188,163
wa.meT_2019-11-25.png,wa.me,2019-11-25,2,36,51,67
wa.meT_2019-11-25.png,wa.me,2019-11-25,3,117,121,125
wa.meT_2019-11-25.png,wa.me,2019-11-25,5,80,84,90
wa.meT_2019-11-25.png,wa.me,2019-11-25,4,148,148,149
wa.meT_2019-11-25.png,wa.me,2019-11-25,6,140,148,156
www.google.comT_2019-11-25.png,www.google.com,2019-11-25,0,242,242,243
www.google.comT_2019-11-25.png,www.google.com,2019-11-25,1,142,104,70
www.google.comT_2019-11-25.png,www.google.com,2019-11-25,2,74,132,232
www.google.comT_2019-11-25.png,www.google.com,2019-11-25,3,158,157,158
www.google.comT_2019-11-25.png,www.google.com,2019-11-25,4,97,93,141
www.google.comT_2019-11-25.png,www.google.com,2019-11-25,5,164,187,226
www.google.comT_2019-11-25.png,www.google.com,2019-11-25,6,252,222,134
4shared.comT_2019-11-25.png,4shared.com,2019-11-25,0,228,228,228
4shared.comT_2019-11-25.png,4shared.com,2019-11-25,1,39,114,167
4shared.comT_2019-11-25.png,4shared.com,2019-11-25,2,146,158,165
4shared.comT_2019-11-25.png,4shared.com,2019-11-25,3,207,113,74
4shared.comT_2019-11-25.png,4shared.com,2019-11-25,4,123,123,165
4shared.comT_2019-11-25.png,4shared.com,2019-11-25,5,175,171,177
4shared.comT_2019-11-25.png,4shared.com,2019-11-25,6,250,192,144
amazon.co.ukT_2019-11-25.png,amazon.co.uk,2019-11-25,0,43,54,64
amazon.co.ukT_2019-11-25.png,amazon.co.uk,2019-11-25,1,242,242,242
amazon.co.ukT_2019-11-25.png,amazon.co.uk,2019-11-25,2,234,190,89
amazon.co.ukT_2019-11-25.png,amazon.co.uk,2019-11-25,3,150,153,157
amazon.co.ukT_2019-11-25.png,amazon.co.uk,2019-11-25,4,244,215,142
amazon.co.ukT_2019-11-25.png,amazon.co.uk,2019-11-25,5,180,180,180
amazon.co.ukT_2019-11-25.png,amazon.co.uk,2019-11-25,6,140,116,68
amazon.deT_2019-11-25.png,amazon.de,2019-11-25,0,44,54,62
amazon.deT_2019-11-25.png,amazon.de,2019-11-25,1,242,242,242
amazon.deT_2019-11-25.png,amazon.de,2019-11-25,2,234,189,88
amazon.deT_2019-11-25.png,amazon.de,2019-11-25,3,149,153,156
amazon.deT_2019-11-25.png,amazon.de,2019-11-25,5,180,180,180
amazon.deT_2019-11-25.png,amazon.de,2019-11-25,4,244,215,141
amazon.deT_2019-11-25.png,amazon.de,2019-11-25,6,140,116,68
amazon.frT_2019-11-25.png,amazon.fr,2019-11-25,1,242,242,242
amazon.frT_2019-11-25.png,amazon.fr,2019-11-25,0,46,60,73
amazon.frT_2019-11-25.png,amazon.fr,2019-11-25,2,235,190,88
amazon.frT_2019-11-25.png,amazon.fr,2019-11-25,3,150,154,158
amazon.frT_2019-11-25.png,amazon.fr,2019-11-25,4,244,215,141
amazon.frT_2019-11-25.png,amazon.fr,2019-11-25,5,180,180,180
amazon.frT_2019-11-25.png,amazon.fr,2019-11-25,6,140,116,68
bp0.blogger.comT_2019-11-25.png,bp0.blogger.com,2019-11-25,0,203,221,238
bp0.blogger.comT_2019-11-25.png,bp0.blogger.com,2019-11-25,1,72,145,231
bp0.blogger.comT_2019-11-25.png,bp0.blogger.com,2019-11-25,2,44,65,50
bp0.blogger.comT_2019-11-25.png,bp0.blogger.com,2019-11-25,3,241,109,38
bp0.blogger.comT_2019-11-25.png,bp0.blogger.com,2019-11-25,4,123,179,231
bp0.blogger.comT_2019-11-25.png,bp0.blogger.com,2019-11-25,6,169,158,155
bp0.blogger.comT_2019-11-25.png,bp0.blogger.com,2019-11-25,5,116,116,116
bp2.blogger.comT_2019-11-25.png,bp2.blogger.com,2019-11-25,0,203,221,238
bp2.blogger.comT_2019-11-25.png,bp2.blogger.com,2019-11-25,1,72,145,231
bp2.blogger.comT_2019-11-25.png,bp2.blogger.com,2019-11-25,2,44,65,50
bp2.blogger.comT_2019-11-25.png,bp2.blogger.com,2019-11-25,3,241,109,38
bp2.blogger.comT_2019-11-25.png,bp2.blogger.com,2019-11-25,4,123,179,231
bp2.blogger.comT_2019-11-25.png,bp2.blogger.com,2019-11-25,5,116,116,116
bp2.blogger.comT_2019-11-25.png,bp2.blogger.com,2019-11-25,6,169,158,155
bp3.blogger.comT_2019-11-25.png,bp3.blogger.com,2019-11-25,0,203,221,238
bp3.blogger.comT_2019-11-25.png,bp3.blogger.com,2019-11-25,1,72,145,231
bp3.blogger.comT_2019-11-25.png,bp3.blogger.com,2019-11-25,2,44,65,50
bp3.blogger.comT_2019-11-25.png,bp3.blogger.com,2019-11-25,3,241,109,38
bp3.blogger.comT_2019-11-25.png,bp3.blogger.com,2019-11-25,4,123,179,231
bp3.blogger.comT_2019-11-25.png,bp3.blogger.com,2019-11-25,5,116,116,116
bp3.blogger.comT_2019-11-25.png,bp3.blogger.com,2019-11-25,6,169,158,155
bp1.blogger.comT_2019-11-25.png,bp1.blogger.com,2019-11-25,0,203,221,238
bp1.blogger.comT_2019-11-25.png,bp1.blogger.com,2019-11-25,1,72,145,231
bp1.blogger.comT_2019-11-25.png,bp1.blogger.com,2019-11-25,2,44,65,50
bp1.blogger.comT_2019-11-25.png,bp1.blogger.com,2019-11-25,3,241,109,38
bp1.blogger.comT_2019-11-25.png,bp1.blogger.com,2019-11-25,4,123,179,231
bp1.blogger.comT_2019-11-25.png,bp1.blogger.com,2019-11-25,5,116,116,116
bp1.blogger.comT_2019-11-25.png,bp1.blogger.com,2019-11-25,6,169,158,155
calendar.google.comT_2019-11-25.png,calendar.google.com,2019-11-25,0,77,126,201
calendar.google.comT_2019-11-25.png,calendar.google.com,2019-11-25,1,239,239,239
calendar.google.comT_2019-11-25.png,calendar.google.com,2019-11-25,3,229,66,51
calendar.google.comT_2019-11-25.png,calendar.google.com,2019-11-25,2,151,154,159
calendar.google.comT_2019-11-25.png,calendar.google.com,2019-11-25,4,245,191,57
calendar.google.comT_2019-11-25.png,calendar.google.com,2019-11-25,5,4,4,4
calendar.google.comT_2019-11-25.png,calendar.google.com,2019-11-25,6,229,151,143
channel4.comT_2019-11-25.png,channel4.com,2019-11-25,0,25,29,33
channel4.comT_2019-11-25.png,channel4.com,2019-11-25,1,5,250,195
channel4.comT_2019-11-25.png,channel4.com,2019-11-25,2,217,210,138
channel4.comT_2019-11-25.png,channel4.com,2019-11-25,3,76,90,104
channel4.comT_2019-11-25.png,channel4.com,2019-11-25,4,121,122,123
channel4.comT_2019-11-25.png,channel4.com,2019-11-25,5,12,162,130
channel4.comT_2019-11-25.png,channel4.com,2019-11-25,6,20,100,76
drive.google.comT_2019-11-25.png,drive.google.com,2019-11-25,0,77,127,201
drive.google.comT_2019-11-25.png,drive.google.com,2019-11-25,1,239,239,239
drive.google.comT_2019-11-25.png,drive.google.com,2019-11-25,2,150,153,158
drive.google.comT_2019-11-25.png,drive.google.com,2019-11-25,3,229,66,51
drive.google.comT_2019-11-25.png,drive.google.com,2019-11-25,4,245,191,57
drive.google.comT_2019-11-25.png,drive.google.com,2019-11-25,5,4,4,4
drive.google.comT_2019-11-25.png,drive.google.com,2019-11-25,6,229,151,143
feedburner.comT_2019-11-25.png,feedburner.com,2019-11-25,0,77,126,200
feedburner.comT_2019-11-25.png,feedburner.com,2019-11-25,1,239,239,239
feedburner.comT_2019-11-25.png,feedburner.com,2019-11-25,2,151,154,159
feedburner.comT_2019-11-25.png,feedburner.com,2019-11-25,3,229,66,51
feedburner.comT_2019-11-25.png,feedburner.com,2019-11-25,4,245,191,57
feedburner.comT_2019-11-25.png,feedburner.com,2019-11-25,5,4,4,4
feedburner.comT_2019-11-25.png,feedburner.com,2019-11-25,6,229,151,143
get.google.comT_2019-11-25.png,get.google.com,2019-11-25,0,242,242,243
get.google.comT_2019-11-25.png,get.google.com,2019-11-25,1,141,102,69
get.google.comT_2019-11-25.png,get.google.com,2019-11-25,2,74,132,232
get.google.comT_2019-11-25.png,get.google.com,2019-11-25,3,159,157,159
get.google.comT_2019-11-25.png,get.google.com,2019-11-25,4,104,101,138
get.google.comT_2019-11-25.png,get.google.com,2019-11-25,5,164,187,226
get.google.comT_2019-11-25.png,get.google.com,2019-11-25,6,252,222,134
gmail.comT_2019-11-25.png,gmail.com,2019-11-25,0,77,126,201
gmail.comT_2019-11-25.png,gmail.com,2019-11-25,1,239,239,239
gmail.comT_2019-11-25.png,gmail.com,2019-11-25,2,151,154,159
gmail.comT_2019-11-25.png,gmail.com,2019-11-25,3,229,66,51
gmail.comT_2019-11-25.png,gmail.com,2019-11-25,4,245,191,57
gmail.comT_2019-11-25.png,gmail.com,2019-11-25,5,4,4,4
gmail.comT_2019-11-25.png,gmail.com,2019-11-25,6,229,151,143
google.caT_2019-11-25.png,google.ca,2019-11-25,1,139,102,70
google.caT_2019-11-25.png,google.ca,2019-11-25,0,242,242,243
google.caT_2019-11-25.png,google.ca,2019-11-25,2,74,132,232
google.caT_2019-11-25.png,google.ca,2019-11-25,3,158,157,158
google.caT_2019-11-25.png,google.ca,2019-11-25,4,91,86,146
google.caT_2019-11-25.png,google.ca,2019-11-25,5,164,187,226
google.caT_2019-11-25.png,google.ca,2019-11-25,6,252,222,134
google.co.idT_2019-11-25.png,google.co.id,2019-11-25,1,139,101,69
google.co.idT_2019-11-25.png,google.co.id,2019-11-25,2,74,132,232
google.co.idT_2019-11-25.png,google.co.id,2019-11-25,0,242,242,243
google.co.idT_2019-11-25.png,google.co.id,2019-11-25,3,159,157,160
google.co.idT_2019-11-25.png,google.co.id,2019-11-25,4,94,89,150
google.co.idT_2019-11-25.png,google.co.id,2019-11-25,5,164,187,226
google.co.idT_2019-11-25.png,google.co.id,2019-11-25,6,252,222,134
google.co.inT_2019-11-25.png,google.co.in,2019-11-25,0,242,242,243
google.co.inT_2019-11-25.png,google.co.in,2019-11-25,1,139,102,70
google.co.inT_2019-11-25.png,google.co.in,2019-11-25,2,74,132,232
google.co.inT_2019-11-25.png,google.co.in,2019-11-25,3,158,157,158
google.co.inT_2019-11-25.png,google.co.in,2019-11-25,4,91,86,146
google.co.inT_2019-11-25.png,google.co.in,2019-11-25,5,164,187,226
google.co.inT_2019-11-25.png,google.co.in,2019-11-25,6,252,222,134
google.co.jpT_2019-11-25.png,google.co.jp,2019-11-25,0,242,242,243
google.co.jpT_2019-11-25.png,google.co.jp,2019-11-25,1,139,101,69
google.co.jpT_2019-11-25.png,google.co.jp,2019-11-25,2,74,132,232
google.co.jpT_2019-11-25.png,google.co.jp,2019-11-25,3,159,157,160
google.co.jpT_2019-11-25.png,google.co.jp,2019-11-25,4,92,87,145
google.co.jpT_2019-11-25.png,google.co.jp,2019-11-25,5,164,187,226
google.co.jpT_2019-11-25.png,google.co.jp,2019-11-25,6,252,222,134
google.co.ukT_2019-11-25.png,google.co.uk,2019-11-25,0,242,242,243
google.co.ukT_2019-11-25.png,google.co.uk,2019-11-25,1,138,101,69
google.co.ukT_2019-11-25.png,google.co.uk,2019-11-25,2,74,132,232
google.co.ukT_2019-11-25.png,google.co.uk,2019-11-25,3,159,157,159
google.co.ukT_2019-11-25.png,google.co.uk,2019-11-25,4,96,92,145
google.co.ukT_2019-11-25.png,google.co.uk,2019-11-25,5,164,187,226
google.co.ukT_2019-11-25.png,google.co.uk,2019-11-25,6,252,222,134
google.com.brT_2019-11-25.png,google.com.br,2019-11-25,1,138,101,69
google.com.brT_2019-11-25.png,google.com.br,2019-11-25,0,242,242,243
google.com.brT_2019-11-25.png,google.com.br,2019-11-25,2,74,132,232
google.com.brT_2019-11-25.png,google.com.br,2019-11-25,3,159,157,161
google.com.brT_2019-11-25.png,google.com.br,2019-11-25,4,94,89,151
google.com.brT_2019-11-25.png,google.com.br,2019-11-25,5,164,187,226
google.com.brT_2019-11-25.png,google.com.br,2019-11-25,6,252,222,134
google.com.twT_2019-11-25.png,google.com.tw,2019-11-25,0,242,242,243
google.com.twT_2019-11-25.png,google.com.tw,2019-11-25,1,139,102,70
google.com.twT_2019-11-25.png,google.com.tw,2019-11-25,2,74,132,232
google.com.twT_2019-11-25.png,google.com.tw,2019-11-25,3,158,157,159
google.com.twT_2019-11-25.png,google.com.tw,2019-11-25,4,92,86,151
google.com.twT_2019-11-25.png,google.com.tw,2019-11-25,5,164,187,226
google.com.twT_2019-11-25.png,google.com.tw,2019-11-25,6,252,222,134
google.deT_2019-11-25.png,google.de,2019-11-25,0,242,242,243
google.deT_2019-11-25.png,google.de,2019-11-25,1,140,103,70
google.deT_2019-11-25.png,google.de,2019-11-25,2,74,132,232
google.deT_2019-11-25.png,google.de,2019-11-25,3,159,157,159
google.deT_2019-11-25.png,google.de,2019-11-25,4,92,87,145
google.deT_2019-11-25.png,google.de,2019-11-25,5,164,187,226
google.deT_2019-11-25.png,google.de,2019-11-25,6,252,222,134
google.frT_2019-11-25.png,google.fr,2019-11-25,0,242,242,243
google.frT_2019-11-25.png,google.fr,2019-11-25,1,139,102,69
google.frT_2019-11-25.png,google.fr,2019-11-25,2,74,132,232
google.frT_2019-11-25.png,google.fr,2019-11-25,3,159,157,160
google.frT_2019-11-25.png,google.fr,2019-11-25,4,92,87,147
google.frT_2019-11-25.png,google.fr,2019-11-25,5,164,187,226
google.frT_2019-11-25.png,google.fr,2019-11-25,6,252,222,134
google.esT_2019-11-25.png,google.es,2019-11-25,0,242,242,243
google.esT_2019-11-25.png,google.es,2019-11-25,1,139,101,69
google.esT_2019-11-25.png,google.es,2019-11-25,2,74,132,232
google.esT_2019-11-25.png,google.es,2019-11-25,3,159,157,159
google.esT_2019-11-25.png,google.es,2019-11-25,4,95,90,150
google.esT_2019-11-25.png,google.es,2019-11-25,5,164,187,226
google.esT_2019-11-25.png,google.es,2019-11-25,6,252,222,134
google.itT_2019-11-25.png,google.it,2019-11-25,0,242,242,243
google.itT_2019-11-25.png,google.it,2019-11-25,1,141,102,69
google.itT_2019-11-25.png,google.it,2019-11-25,2,74,132,232
google.itT_2019-11-25.png,google.it,2019-11-25,3,159,157,159
google.itT_2019-11-25.png,google.it,2019-11-25,4,104,101,138
google.itT_2019-11-25.png,google.it,2019-11-25,5,164,187,226
google.itT_2019-11-25.png,google.it,2019-11-25,6,252,222,134
google.plT_2019-11-25.png,google.pl,2019-11-25,0,242,242,243
google.plT_2019-11-25.png,google.pl,2019-11-25,1,140,103,70
google.plT_2019-11-25.png,google.pl,2019-11-25,2,74,132,232
google.plT_2019-11-25.png,google.pl,2019-11-25,3,158,156,158
google.plT_2019-11-25.png,google.pl,2019-11-25,4,89,84,147
google.plT_2019-11-25.png,google.pl,2019-11-25,5,164,187,226
google.plT_2019-11-25.png,google.pl,2019-11-25,6,252,222,134
google.nlT_2019-11-25.png,google.nl,2019-11-25,0,242,242,243
google.nlT_2019-11-25.png,google.nl,2019-11-25,1,139,101,69
google.nlT_2019-11-25.png,google.nl,2019-11-25,4,96,91,149
google.nlT_2019-11-25.png,google.nl,2019-11-25,2,74,132,232
google.nlT_2019-11-25.png,google.nl,2019-11-25,5,164,187,226
google.nlT_2019-11-25.png,google.nl,2019-11-25,6,252,222,134
google.nlT_2019-11-25.png,google.nl,2019-11-25,3,159,157,161
google.ruT_2019-11-25.png,google.ru,2019-11-25,0,242,242,243
google.ruT_2019-11-25.png,google.ru,2019-11-25,1,140,102,70
google.ruT_2019-11-25.png,google.ru,2019-11-25,2,74,132,232
google.ruT_2019-11-25.png,google.ru,2019-11-25,3,159,157,160
google.ruT_2019-11-25.png,google.ru,2019-11-25,4,95,90,146
google.ruT_2019-11-25.png,google.ru,2019-11-25,5,164,187,226
google.ruT_2019-11-25.png,google.ru,2019-11-25,6,252,222,134
groups.google.comT_2019-11-25.png,groups.google.com,2019-11-25,0,55,55,55
groups.google.comT_2019-11-25.png,groups.google.com,2019-11-25,1,240,240,240
groups.google.comT_2019-11-25.png,groups.google.com,2019-11-25,2,68,131,241
groups.google.comT_2019-11-25.png,groups.google.com,2019-11-25,3,218,81,54
groups.google.comT_2019-11-25.png,groups.google.com,2019-11-25,4,163,158,158
groups.google.comT_2019-11-25.png,groups.google.com,2019-11-25,5,136,132,131
groups.google.comT_2019-11-25.png,groups.google.com,2019-11-25,6,167,189,223
gstatic.comT_2019-11-25.png,gstatic.com,2019-11-25,1,72,145,231
gstatic.comT_2019-11-25.png,gstatic.com,2019-11-25,0,203,221,238
gstatic.comT_2019-11-25.png,gstatic.com,2019-11-25,2,44,65,50
gstatic.comT_2019-11-25.png,gstatic.com,2019-11-25,3,241,109,38
gstatic.comT_2019-11-25.png,gstatic.com,2019-11-25,4,123,179,231
gstatic.comT_2019-11-25.png,gstatic.com,2019-11-25,5,116,116,116
gstatic.comT_2019-11-25.png,gstatic.com,2019-11-25,6,169,158,155
ipv4.google.comT_2019-11-25.png,ipv4.google.com,2019-11-25,0,242,242,243
ipv4.google.comT_2019-11-25.png,ipv4.google.com,2019-11-25,1,141,102,69
ipv4.google.comT_2019-11-25.png,ipv4.google.com,2019-11-25,2,74,132,232
ipv4.google.comT_2019-11-25.png,ipv4.google.com,2019-11-25,3,159,157,159
ipv4.google.comT_2019-11-25.png,ipv4.google.com,2019-11-25,4,104,101,138
ipv4.google.comT_2019-11-25.png,ipv4.google.com,2019-11-25,5,164,187,226
ipv4.google.comT_2019-11-25.png,ipv4.google.com,2019-11-25,6,252,222,134
mail.google.comT_2019-11-25.png,mail.google.com,2019-11-25,0,77,126,201
mail.google.comT_2019-11-25.png,mail.google.com,2019-11-25,1,239,239,239
mail.google.comT_2019-11-25.png,mail.google.com,2019-11-25,2,151,154,159
mail.google.comT_2019-11-25.png,mail.google.com,2019-11-25,3,229,66,51
mail.google.comT_2019-11-25.png,mail.google.com,2019-11-25,4,245,191,57
mail.google.comT_2019-11-25.png,mail.google.com,2019-11-25,5,4,4,4
mail.google.comT_2019-11-25.png,mail.google.com,2019-11-25,6,229,151,143
